/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006297_CLEAN1_IID059496_CAID016_COID005.jpg 6297
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID001484_CLEAN1_IID017764_CAID012_COID019.jpg 1484
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID003215_CLEAN1_IID032524_CAID011_COID007.jpg 3215
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID000564_CLEAN1_IID006729_CAID005_COID009.jpg 564
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID004580_CLEAN1_IID045312_CAID008_COID019.jpg 4580
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID009027_CLEAN1_IID079602_CAID011_COID004.jpg 9027
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006829_CLEAN1_IID063162_CAID002_COID009.jpg 6829
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID008084_CLEAN1_IID070058_CAID011_COID002.jpg 8084
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID005490_CLEAN1_IID053126_CAID016_COID003.jpg 5490
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID009002_CLEAN1_IID079296_CAID015_COID018.jpg 9002
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID008261_CLEAN1_IID071311_CAID008_COID020.jpg 8261
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID008197_CLEAN1_IID070620_CAID011_COID001.jpg 8197
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006950_CLEAN1_IID063896_CAID016_COID005.jpg 6950
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID008235_CLEAN1_IID071036_CAID011_COID018.jpg 8235
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID008463_CLEAN1_IID073619_CAID001_COID019.jpg 8463
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID004155_CLEAN1_IID041733_CAID015_COID007.jpg 4155
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID000052_CLEAN1_IID000747_CAID007_COID012.jpg 52
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID005938_CLEAN1_IID056628_CAID011_COID007.jpg 5938
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID002074_CLEAN1_IID023384_CAID009_COID010.jpg 2074
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID004123_CLEAN1_IID041318_CAID015_COID013.jpg 4123
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID009244_CLEAN1_IID082192_CAID015_COID017.jpg 9244
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID007448_CLEAN1_IID067032_CAID011_COID014.jpg 7448
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID003406_CLEAN1_IID034073_CAID016_COID013.jpg 3406
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID004125_CLEAN1_IID041344_CAID015_COID018.jpg 4125
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID001898_CLEAN1_IID022084_CAID010_COID013.jpg 1898
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID001227_CLEAN1_IID014227_CAID002_COID018.jpg 1227
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID005376_CLEAN1_IID052296_CAID016_COID007.jpg 5376
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID005280_CLEAN1_IID051562_CAID011_COID013.jpg 5280
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID004625_CLEAN1_IID045736_CAID009_COID003.jpg 4625
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006034_CLEAN1_IID057393_CAID011_COID018.jpg 6034
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID001113_CLEAN1_IID012707_CAID008_COID007.jpg 1113
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID000799_CLEAN1_IID008782_CAID010_COID018.jpg 799
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006085_CLEAN1_IID057868_CAID011_COID007.jpg 6085
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID007236_CLEAN1_IID065834_CAID015_COID007.jpg 7236
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID003756_CLEAN1_IID036936_CAID015_COID004.jpg 3756
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006017_CLEAN1_IID057242_CAID011_COID018.jpg 6017
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID007053_CLEAN1_IID064869_CAID011_COID002.jpg 7053
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID000731_CLEAN1_IID008149_CAID001_COID002.jpg 731
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID003514_CLEAN1_IID034935_CAID011_COID013.jpg 3514
/lunit/home/sgpark/data/lookbook/LookBook_Split/test/PID006134_CLEAN1_IID058280_CAID011_COID019.jpg 6134
